Date,Close,High,Low,Open,Volume,Ticker
,QCOM,QCOM,QCOM,QCOM,QCOM,
2005-12-13,29.002038955688477,29.255111813394823,28.584470429910148,28.647737437595914,14896100,QCOM
2005-12-14,29.248783111572266,29.48287393176195,28.875501980927396,28.94509713615499,15212300,QCOM
2005-12-15,28.93876838684082,29.470219391839265,28.75529070825629,29.44491162648664,11015000,QCOM
2005-12-16,28.438945770263672,29.198161700013934,28.40098412905784,28.850186022662754,26690500,QCOM
2005-12-19,27.64177703857422,28.793253975079534,27.616471683159112,28.736312701802603,14546000,QCOM
2005-12-20,27.894851684570312,28.344053750549055,27.641778806380746,27.67974046215373,15948000,QCOM
2005-12-21,27.831571578979492,28.375673908206313,27.6797274408013,27.970759424372073,11117000,QCOM
2005-12-22,28.08465003967285,28.18587868988135,27.578506788630364,27.98974953768567,9768100,QCOM
2005-12-23,28.08465003967285,28.37568210733711,27.996075272425593,28.32506898897356,5372400,QCOM
2005-12-27,27.610143661499023,28.268131174959247,27.464627609894073,28.008732576275346,8683300,QCOM
2005-12-28,27.616474151611328,27.901178129962087,27.54055083813469,27.66076154439842,7204400,QCOM
2005-12-29,27.5468807220459,27.913833773025814,27.47095740378905,27.705050681524597,7923800,QCOM
2005-12-30,27.255840301513672,27.521564594297928,27.192570888840287,27.35074080030177,8619800,QCOM
2006-01-03,27.837902069091797,28.059338961067127,27.14828121675005,27.36339237473228,15828200,QCOM
2006-01-04,28.742645263671875,28.78060692284537,27.793625505672978,27.837912901301028,16828300,QCOM
2006-01-05,28.60344886779785,28.900809101295437,28.47058670905782,28.616102751508553,10866100,QCOM
2006-01-06,29.963712692260742,29.982692312032402,28.69835321987461,28.818561500897893,26689700,QCOM
2006-01-09,30.096580505371094,30.178829562285426,29.679011897664495,29.697991520997757,14562900,QCOM
2006-01-10,29.97635841369629,30.368619067544053,29.79288076092777,29.83716813732279,12886200,QCOM
2006-01-11,30.874757766723633,31.286000389126606,29.925738558237367,30.083908426318413,20006000,QCOM
2006-01-12,31.00131607055664,31.19111956380235,30.539460018715207,30.748243137240785,16641700,QCOM
2006-01-13,30.773548126220703,31.001313262880643,30.406595060976912,30.95069771540859,11708600,QCOM
2006-01-17,30.444562911987305,30.577427554909026,29.932093623156472,30.00168640037483,13164900,QCOM
2006-01-18,30.210466384887695,30.672322440002123,29.98902937677885,30.001680851400174,13203900,QCOM
2006-01-19,30.792522430419922,30.824158348865968,30.121883436642133,30.50781847225932,14107500,QCOM
2006-01-20,29.710647583007812,30.79885778545543,29.43859503239591,30.697629097796273,20935700,QCOM
2006-01-23,29.685319900512695,29.856143648909693,29.419595678660038,29.837164036914697,10815900,QCOM
2006-01-24,30.412904739379883,30.55842074130504,29.710630076646517,29.894107719131622,13906600,QCOM
2006-01-25,30.1029052734375,30.748236529087258,29.805545002719903,30.50781994893611,17278000,QCOM
2006-01-26,30.05228614807129,30.425567272555014,29.419606439690842,29.571450631634033,19732900,QCOM
2006-01-27,30.381271362304688,30.476171843847627,29.7992049388883,30.09023935733693,14465000,QCOM
2006-01-30,30.729246139526367,30.874762149198315,30.311677725060473,30.425560239322174,12418700,QCOM
2006-01-31,30.34332275390625,30.912735541647386,30.077598395281665,30.602721376436786,12809400,QCOM
2006-02-01,30.324338912963867,30.558429731584134,29.81819562399508,29.94473204960767,12480900,QCOM
2006-02-02,29.660022735595703,30.311682004271766,29.653694587531685,30.109224708887332,9859400,QCOM
2006-02-03,29.153860092163086,29.60938749683582,28.945074787683296,29.45121768925285,11569600,QCOM
2006-02-06,29.058961868286133,29.318360297478154,28.79323529423473,28.989366755713622,8961700,QCOM
2006-02-07,28.93243408203125,29.179178708009523,28.52119384322773,29.008354948452066,11864700,QCOM
2006-02-08,29.71697235107422,29.81820102721115,28.983063845710976,29.0083692046337,11592300,QCOM
2006-02-09,29.204496383666992,29.93840477753152,29.141229375748978,29.767580959974907,9714900,QCOM
2006-02-10,29.520843505859375,29.609418304107187,28.93877916681249,29.356347796753763,8898900,QCOM
2006-02-13,29.071638107299805,29.432265410326227,28.774277820653396,29.29307507811183,9316200,QCOM
2006-02-14,30.11555290222168,30.343317981495137,29.160207612470835,29.331031421925925,16978800,QCOM
2006-02-15,29.951047897338867,30.34330851511084,29.577766892424652,29.906760525016907,12619900,QCOM
2006-02-16,30.4318904876709,30.438218635780345,29.735943831475712,30.04595792484204,13906100,QCOM
2006-02-17,30.56475067138672,30.92537783056334,30.166161869435342,30.21044924593205,14806500,QCOM
2006-02-21,29.697978973388672,30.488828457896606,29.552462957856946,30.419235730584024,11795200,QCOM
2006-02-22,30.28748893737793,30.731215724848493,29.697966654531523,29.793051829745377,11531300,QCOM
2006-02-23,29.748708724975586,30.217789925982014,29.69799593669444,30.09101279151682,8423400,QCOM
2006-02-24,29.913516998291016,29.970567669463588,29.526842913808625,29.850128438374178,7123000,QCOM
2006-02-27,30.648826599121094,30.737573942838374,29.774053116968684,29.87547623452771,11439200,QCOM
2006-02-28,29.894489288330078,30.680520183461034,29.78672829475471,30.534722199738,14225100,QCOM
2006-03-01,30.44597625732422,30.610790312450504,29.659947806793983,29.938860737930916,10745900,QCOM
2006-03-02,30.319211959838867,30.90873233695115,29.94521365338187,30.014940101942873,12840000,QCOM
2006-03-03,30.19243621826172,30.896060444142872,29.964233505206334,30.08467275126607,11380300,QCOM
2006-03-06,29.94520378112793,30.655165573217,29.85645644126376,30.14170970267563,12531500,QCOM
2006-03-07,30.338228225708008,30.69320803184662,30.07199095298548,30.35724431014584,23360400,QCOM
2006-03-08,31.396827697753906,31.618692463081597,30.236800768158634,30.401612452068775,27269000,QCOM
2006-03-09,30.490345001220703,31.65671176285143,30.445972549809525,31.415833431795683,17084100,QCOM
2006-03-10,30.426958084106445,30.838990775409,30.110010604063667,30.407942009101436,11782900,QCOM
