Date,Close,High,Low,Open,Volume,Ticker
,CSCO,CSCO,CSCO,CSCO,CSCO,
2005-12-13,11.383993148803711,11.436034210710828,11.35146795039556,11.370982573137736,49275100,CSCO
2005-12-14,11.507585525512695,11.540110708062967,11.357966459815373,11.364471744476663,58556500,CSCO
2005-12-15,11.55312442779541,11.605165478520576,11.44904232634508,11.481567517764612,62294800,CSCO
2005-12-16,11.397002220153809,11.559630672242454,11.390496933179469,11.533609524345092,94010200,CSCO
2005-12-19,11.364477157592773,11.488075143517,11.357971869832891,11.397003596392187,46770600,CSCO
2005-12-20,11.260394096374512,11.423022554545893,11.23437418826056,11.364476210343662,49564300,CSCO
2005-12-21,11.195341110229492,11.305928498034346,11.169321205264154,11.260392733777614,77024500,CSCO
2005-12-22,11.247379302978516,11.299420334701265,11.169317135016357,11.18232770313606,36231800,CSCO
2005-12-23,11.286419868469238,11.312439787241658,11.221368210402428,11.247389369932023,22792700,CSCO
2005-12-27,11.221359252929688,11.3709770785206,11.208348683550604,11.305925472381363,29883100,CSCO
2005-12-28,11.247379302978516,11.325440230184608,11.156306566896653,11.201842314559551,38695500,CSCO
2005-12-29,11.214859962463379,11.312436803447921,11.149808321554735,11.253890450705827,36009500,CSCO
2005-12-30,11.136797904968262,11.182333676957258,11.104271467292742,11.136797904968262,39290000,CSCO
2006-01-03,11.35146713256836,11.377487041268896,11.175828096002126,11.195342717338354,55426000,CSCO
2006-01-04,11.611671447753906,11.663712501539228,11.357970224888442,11.37098079852392,80408900,CSCO
2006-01-05,11.936927795410156,12.021494038640423,11.663711965406668,11.670217251925386,118575500,CSCO
2006-01-06,12.210145950317383,12.281701634134953,12.014991039866477,12.041012190895973,122446000,CSCO
2006-01-09,12.398794174194336,12.43132061256656,12.307722628265624,12.340247825881091,78592600,CSCO
2006-01-10,12.340249061584473,12.45734176993616,12.216652305663805,12.27519865983965,73828200,CSCO
2006-01-11,12.619973182678223,12.639489052181984,12.32073729483024,12.346757213411419,73933100,CSCO
2006-01-12,12.489864349365234,12.587441162565987,12.411802154350735,12.535400112808487,59581300,CSCO
2006-01-13,12.307722091674805,12.574432670915234,12.288206229502322,12.444329404612082,52349600,CSCO
2006-01-17,12.151597023010254,12.216648646024987,12.01498849060366,12.164607595764501,53125200,CSCO
2006-01-18,12.184123992919922,12.262186200085337,11.949939852937057,11.969454474160893,69475200,CSCO
2006-01-19,12.372771263122559,12.437822883331373,12.242668022704928,12.26218388099451,54516900,CSCO
2006-01-20,12.041006088256836,12.31422183181111,11.86536713009563,12.301211262890396,77815100,CSCO
2006-01-23,11.813331604003906,12.073536899977329,11.79381574152213,12.060527565746199,54554200,CSCO
2006-01-24,11.923913955688477,12.014985460487445,11.806821311943407,11.819831881416459,50574700,CSCO
2006-01-25,12.080042839050293,12.106063990429536,11.878383878888304,11.936930228734814,51610600,CSCO
2006-01-26,12.086544036865234,12.158100938186848,11.871874573656765,12.080038751221782,64896300,CSCO
2006-01-27,12.216650009155273,12.327237408392678,12.073536174402955,12.086546748608919,48720700,CSCO
2006-01-30,12.28820514678955,12.327236867695436,12.145092559071085,12.15810313270638,43844300,CSCO
2006-01-31,12.080042839050293,12.190630250898502,11.917414365200381,12.164610340276047,64719200,CSCO
2006-02-01,12.086544036865234,12.112565179439047,11.936926189334924,11.96945137679582,53734600,CSCO
2006-02-02,11.94994068145752,12.19713541323272,11.904403667012424,12.008485789944801,40284100,CSCO
2006-02-03,11.806825637817383,11.923918324463758,11.676723617687697,11.89789841674048,71696800,CSCO
2006-02-06,11.59865951538086,11.774298516614623,11.59865951538086,11.728762754981377,51811100,CSCO
2006-02-07,11.76779556274414,11.839352482781486,11.592156526701586,11.60516710139141,78522100,CSCO
2006-02-08,12.619973182678223,12.685024840266923,12.431324740503879,12.53540689634293,200671700,CSCO
2006-02-09,12.717543601989746,12.997264719296764,12.665502550450526,12.698028983135377,119726500,CSCO
2006-02-10,12.854151725769043,12.932212680197699,12.7500696260265,12.75657491235497,73782500,CSCO
2006-02-13,12.717543601989746,12.912698475829231,12.567925733909053,12.763080607748538,58621900,CSCO
2006-02-14,12.815123558044434,12.919205676544234,12.73706134879122,12.776091833039464,55792800,CSCO
2006-02-15,12.971244812011719,12.98425414432722,12.750070032813184,12.750070032813184,65024300,CSCO
2006-02-16,12.997265815734863,13.010276389906362,12.899688990961893,12.951730046891253,46990700,CSCO
2006-02-17,12.919204711914062,13.003770961597125,12.899688850868758,12.971245767278248,35965900,CSCO
2006-02-21,12.737061500549316,12.94522574002913,12.652495243544418,12.821627757554214,47666600,CSCO
2006-02-22,12.795607566833496,12.964741317883572,12.730555933236282,12.730555933236282,57719700,CSCO
2006-02-23,12.828133583068848,12.912701084376746,12.72405145896435,12.763083186071128,48143700,CSCO
2006-02-24,12.912699699401855,12.95173018156556,12.80211229930748,12.815122873614268,37444900,CSCO
2006-02-27,12.990757942199707,13.010273799571369,12.899686422644756,12.912696994225863,55854400,CSCO
2006-02-28,13.166402816772461,13.270484954394618,12.919208050109074,12.984258455555208,137099800,CSCO
2006-03-01,13.699821472167969,13.738853196907618,13.231451942102614,13.257471851172332,160237700,CSCO
2006-03-02,13.582727432250977,13.699820113342582,13.465635991915963,13.615253866307862,69236400,CSCO
2006-03-03,13.686808586120605,13.875456910378883,13.439612689946653,13.465633833020288,76428600,CSCO
2006-03-06,13.693313598632812,13.973034702656093,13.582726214269108,13.641272549564981,85155100,CSCO
